id,domain,name,module,description,status,surface,dependents,loc,tests,weight,owner,marketing_description,notes
"store.shares","State","shares","Renderer state","ShareService singleton — null in local-mock dev mode (no server),","active","","10","265","16",,,,
"store.webPanel","State","webPanel","Renderer state","The in-app browser panel's state (A2, AI-03, R4/R13): one right-panel","active","","10","87","0",,,,
"store.quickCreate","State","quickCreate","Renderer state","Global quick-create: lets the command palette (Cmd+K) ask any module to create","active","","9","29","1",,,,
"store.templates","State","templates","Renderer state","Zustand store","active","","9","44","12",,,,
"store.fileManager","State","fileManager","Renderer state","State for the file/folder manager view. The current folder (cwd, null = root)","active","","8","428","9",,,,
"store.vault","State","vault","Renderer state","Zustand store","active","","7","148","11",,,,
"store.call","State","call","Renderer state","PlexiCam: peer-to-peer live audio/video calls. The signal server only relays","active","","6","442","329",,,,
"store.energy","State","energy","Renderer state","Task-side helper — what energy level does this task ""fit""?","active","","6","81","1",,,,
"store.forms","State","forms","Renderer state","PlexiForms store. A form is a thin record over a backing table: creating a form","active","","6","48","23",,,,
"store.mail","State","mail","Renderer state","Mail store — the IMAP inbox the user connects with their own mailbox. All","active","","6","380","138",,,,
"store.mailTags","State","mailTags","Renderer state","The user's mail tags.","active","","6","152","3",,,,
"store.notice","State","notice","Renderer state","DEC-091 — the house NOTICE toast: one transient, non-blocking line for","active","","6","40","21",,,,
"store.onboarding","State","onboarding","Renderer state","Modular onboarding. There is one always-available ""core"" first-run flow plus","active","","6","209","34",,,,
"store.apps","State","apps","Renderer state","PlexiBuild store. Thin wrapper over the main-process apps store via IPC. Reads","active","","5","37","27",,,,
"store.captureConsole","State","captureConsole","Renderer state","The capture console's open/close state (Attention S5). Opened by the","active","","5","46","2",,,,
"store.completionOffer","State","completionOffer","Renderer state","DEC-052 (Track D) — the offer surface's state. The contract, from the","active","","5","69","2",,,,
"store.meetingRoom","State","meetingRoom","Renderer state","PlexiMeet live rooms: a multi-party meeting built as a WebRTC mesh. Each member","active","","5","810","5",,,,
"store.signInPrompt","State","signInPrompt","Renderer state","A tiny shared flag so anywhere in the app (the Settings account section, a","active","","5","24","1",,,,
"store.wrapup","State","wrapup","Renderer state","End-of-conversation wrap-up. When a meeting or call ends with a recording, this","active","","5","457","13",,,,
"store.guestCapture","State","guestCapture","Renderer state","M6 (SPEC-003 P6, CR-12) — Guest Capture: record a meeting that happens","active","","4","184","3",,,,
"store.sign","State","sign","Renderer state","PlexiSign store. A thin client over the main-process signing engine. Reads","active","","4","82","260",,,,
"store.agentLoop","State","agentLoop","Renderer state","State for one autonomous agent run: the live transcript the UI shows, the","active","","3","53","0",,,,
"store.brand","State","brand","Renderer state","The organization Brand Kit, read by every surface that wants to present on","active","","3","34","31",,,,
"store.calendars","State","calendars","Renderer state","The calendar list, cached for colour lookups.","active","","3","65","5",,,,
"store.dashboardLayouts","State","dashboardLayouts","Renderer state","Per-dashboard layouts. Each dashboard has a list of card IDs in render order,","active","","3","136","1",,,,
"store.deskView","State","deskView","Renderer state","Per-desk view mode. A desk can be shown as the infinite spatial Canvas (the","active","","3","72","2",,,,
"store.editorCommands","State","editorCommands","Renderer state","A registry the active rich editor (Document, Slides) publishes its own","active","","3","68","0",,,,
"store.focusClusters","State","focusClusters","Renderer state","Renderer store for Focus-Mode CLUSTERS (split ""groups""), the persisted per-desk","active","","3","188","0",,,,
"store.knock","State","knock","Renderer state","PlexiPeople knock-to-connect. A knock is a lightweight ""I want to reach you""","active","","3","90","3",,,,
"store.overlay","State","overlay","Renderer state","A registry of the floating menus and popovers that are open right now: the","active","","3","61","70",,,,
"store.syncStatus","State","syncStatus","Renderer state","Honest, user-visible sync status. The audit (review finding M1/M2) noted that","active","","3","69","2",,,,
"store.widgetSetup","State","widgetSetup","Renderer state","Drives the per-widget AI setup preview. A menu action calls start(widgetId);","active","","3","21","2",,,,
"store.aiAssistPreview","State","aiAssistPreview","Renderer state","AI Assist preview store.","active","","2","67","0",,,,
"store.docCollab","State","docCollab","Renderer state","Client state for the currently-open live document or live folder: its metadata","active","","2","53","2",,,,
"store.externalEvents","State","externalEvents","Renderer state","Events mirrored from Google / Outlook / an ICS feed.","active","","2","40","0",,,,
"store.liveFolderEntries","State","liveFolderEntries","Renderer state","WS01 sync substrate — the materialised tree of a LIVE folder, per folder id.","active","","2","95","0",,,,
"store.mailModal","State","mailModal","Renderer state","Which email is open, if any.","active","","2","29","0",,,,
"store.peerBodyDouble","State","peerBodyDouble","Renderer state","Singleton matcher instance — created lazily on first use. Feature-flag","active","","2","156","0",,,,
"store.relatedDesks","State","relatedDesks","Renderer state","Open/close state for the Related Desks manager. Any surface (the command","active","","2","19","0",,,,
"store.speeddeck","State","speeddeck","Renderer state","Universal SpeedDeck store. Every SpeedDeck widget in ""Universal"" scope","active","","2","115","0",,,,
"store.autonomy","State","autonomy","Renderer state","The client home of the three-level autonomy policy. The user's system-wide and","active","","1","138","1",,,,
"store.browserAgentRuns","State","browserAgentRuns","Renderer state","Renderer state for agentic-browsing runs (A6/B2): the runtime's client.","active","","1","242","0",,,,
"store.featureVotes","State","featureVotes","Renderer state","Upvotes for coming-soon and planned PlexiSuite products. Each vote is a real","active","","1","141","1",,,,
"store.focusSplit","State","focusSplit","Renderer state","Session-local split state for Focus Mode (spec: docs/FOCUS-SPLIT-VIEW-SPEC.md).","active","","1","143","1",,,,
"store.meetingLaunch","State","meetingLaunch","Renderer state","Drives the ""start a meeting"" dialog. When a meeting is launched from an","active","","1","22","0",,,,
"store.openTray","State","openTray","Renderer state","What you have open, kept per device.","active","","1","105","3",,,,
"store.pinLayer","State","pinLayer","Renderer state","The global pin layer store (spec §7). Pins are a local viewing aid that follows","active","","1","81","1",,,,
"store.radar","State","radar","Renderer state","Holds the current radar suggestions + the per-kind accept counters that are the","active","","1","93","3",,,,
"engine.anthropic","Engine","anthropic","Main / ai","Static imports (not lazy require): electron-vite only bundles the static import","active","","11","6164","17",,,,
"engine.workspaceSync","Engine","workspaceSync","Main / db","── Park-inbound (§2.1 receiver defensiveness; GAP-013 repair) ──────────────","active","","3","1109","21",,,,
"engine.migrations","Engine","migrations","Main / db","Everything that turns an empty SQLite database into the current one: the","active","","2","982","12",,,,
"engine.workItems","Engine","workItems","Main / db","work_item data model — columns, projection, satellites, remote apply","active","","45","918","21",,,,
"engine.files","Engine","files","Main / db","── Chunk-index support (A2, #17) ────────────────────────────────────────────","active","","14","890","96",,,,
"engine.browserActions","Engine","browserActions","Main / ai","The deterministic action bridge (A6/B1, R27/R29). Every way the agent","active","","4","755","3",,,,
"engine.imap","Engine","imap","Main / mail","IMAP client — the thin layer that actually talks to the user's mail server.","active","","2","646","33",,,,
"engine.nodes","Engine","nodes","Main / db","Exported for the workItems module (S3): work_item rows share the nodes","active","","129","596","332",,,,
"engine.browserAgent","Engine","browserAgent","Main / ai","The agentic-browsing loop (A6/B2, R26/R27/R28). One runtime, Plexii's:","active","","1","572","7",,,,
"engine.schema","Engine","schema","Main / db","The complete SQLite schema, as one idempotent script of CREATE TABLE IF NOT","active","","1","556","81",,,,
"engine.voiceNote","Engine","voiceNote","Main / ai","Voice-note AI pipeline.","active","","2","554","7",,,,
"engine.projectPlan","Engine","projectPlan","Main / db","The PlexiProjects plan store. A project is an existing folder node; its plan is","active","","2","534","0",,,,
"engine.mindMap","Engine","mindMap","Main / ai","Mind-mapper AI pipeline.","active","","1","471","1",,,,
"engine.agentDispatcher","Engine","agentDispatcher","Main / ai","Agent dispatcher — Phase 2C FOUNDATION.","active","","1","462","2",,,,
"engine.deskBundle","Engine","deskBundle","Main / db","One desk, packed into a file that can travel.","active","","2","423","1",,,,
"engine.aiChat","Engine","aiChat","Main / db","Local persistence for the AI-assistant chat: free-standing conversations and","active","","3","411","8",,,,
"engine.mentionResolver","Engine","mentionResolver","Main / ai","Turn the user's @-mentions into real text (Phase 4.2).","active","","3","399","2",,,,
"engine.vault","Engine","vault","Main / db","── Crypto constants ─────────────────────────────────────────────────────────","active","","7","398","11",,,,
"engine.customWidget","Engine","customWidget","Main / ai","Custom widget generation -- the user describes a tool in plain language and the","active","","1","392","7",,,,
"engine.intentRules","Engine","intentRules","Main / ai","Deterministic intent rules (Attention S5; ARCHITECTURE §6 + R011).","active","","2","374","2",,,,
"engine.agentHistory","Engine","agentHistory","Main / ai","Agent invocation history + outcome bookkeeping.","active","","2","363","1",,,,
"engine.streamingEnvelope","Engine","streamingEnvelope","Main / ai","Incremental scanner for the model's { ""reply"": …, ""<items>"": [ … ] } envelope.","active","","2","362","2",,,,
"engine.widgets","Engine","widgets","Main / db","Every live widget of a given kind across the whole workspace, newest-touched","active","","121","360","284",,,,
"engine.externalCalendars","Engine","externalCalendars","Main / db","Calendars that live somewhere else.","active","","4","356","4",,,,
"engine.eventStore","Engine","eventStore","Main / db","Append-only Event Store (spec §35, §49, ADR-0001).","active","","23","351","23",,,,
"engine.relationshipStore","Engine","relationshipStore","Main / db","Relationship store (spec §36, REQ-GPH) — provenance-carrying edges of the","active","","2","349","8",,,,
"engine.flows","Engine","flows","Main / db","PlexiFlow engine and store. A flow is a trigger plus an ordered list of actions","active","","6","335","49",,,,
"engine.search","Engine","search","Main / db","Global ""find anything"" search across the local workspace: node titles +","active","","1","332","95",,,,
"engine.nodeLifecycle","Engine","nodeLifecycle","Main / db","Node lifecycle mechanics — the single owner of trash/restore/purge/detach","active","","4","328","9",,,,
"engine.tables","Engine","tables","Main / db","── fb_tables ───────────────────────────────────────────────────────────────","active","","21","295","71",,,,
"engine.creditMode","Engine","creditMode","Main / ai","Credit mode — routing AI calls through the PlexiDesk signal server on our","active","","4","285","1",,,,
"engine.workspaceExport","Engine","workspaceExport","Main / db","Portable workspace export/import.","active","","1","284","1",,,,
"engine.documents","Engine","documents","Main / db","Office documents store — CRUD for standalone doc / sheet / slides files. The","active","","48","277","124",,,,
"engine.decisionStore","Engine","decisionStore","Main / db","Decision store (spec §37, REQ-DOM/REQ-APP) — persists Decisions with human-only","active","","1","255","5",,,,
"engine.reports","Engine","reports","Main / db","PlexiReports store. A report is a saved selection of tables plus a schedule and","active","","4","241","91",,,,
"engine.timeBlocks","Engine","timeBlocks","Main / db","The meeting payload is stored as JSON so the block schema stays flat. A","active","","18","241","19",,,,
"engine.browserAgentEnvelope","Engine","browserAgentEnvelope","Main / ai","The browser-agent round envelope (A6/B2): pure parsing + sanitising for","active","","2","237","5",,,,
"engine.widgetInputs","Engine","widgetInputs","Main / db","What a custom widget can see, resolved from the wires drawn into it.","active","","2","233","0",,,,
"engine.orchestrator","Engine","orchestrator","Main / ai","AI Orchestrator (spec §55, §67, §70, REQ-AI). The single internal abstraction","active","","2","230","3",,,,
"engine.connectedApps","Engine","connectedApps","Main / db","Bump usage counters. Called every time the user opens an app full-pane,","active","","12","227","4",,,,
"engine.activity","Engine","activity","Main / db","Should this draft become a row? Everything that is not navigation always","active","","5","223","24",,,,
"engine.sign","Engine","sign","Main / db","── fb_sign_requests (PlexiSign) ─────────────────────────────────────────────","active","","4","222","260",,,,
"engine.backup","Engine","backup","Main / db","Backup / export / restore for the single-file SQLite database.","active","","2","218","5",,,,
"engine.account","Engine","account","Main / db","Account session persistence — main-process only.","active","","69","214","140",,,,
"engine.agentBuilder","Engine","agentBuilder","Main / ai","Agent creation — writes a new agent markdown file into","active","","1","210","0",,,,
"engine.mailTags","Engine","mailTags","Main / db","Where a user's mail tags live.","active","","6","209","3",,,,
"engine.contacts","Engine","contacts","Main / db","The people a workspace deals with.","active","","2","208","6",,,,
"engine.shares","Engine","shares","Main / db","Change a share's scope after creation. Used when a meeting-scoped collaborate","active","","10","206","16",,,,
"engine.retention","Engine","retention","Main / db","DEC-056 / DEC-057 — the retention sweep, and the caller that makes caps real.","active","","1","201","8",,,,
"engine.markdownToTiptap","Engine","markdownToTiptap","Main / ai","Minimal markdown -> Tiptap doc JSON converter for living-page output.","active","","1","198","1",,,,
"engine.eventSchemas","Engine","eventSchemas","Main / db","Event JSON-Schema registry and validator (spec §64, PLX-EVT-043/044). Every","active","","1","188","3",,,,
"engine.memory","Engine","memory","Main / db","The self-building memory store (fb_memory). Durable facts / preferences /","active","","4","186","70",,,,
"engine.mailTriage","Engine","mailTriage","Main / ai","Reading an inbox and proposing what to do with it.","active","","2","184","2",,,,
"engine.canvasSnapshots","Engine","canvasSnapshots","Main / db","Desk time-travel snapshots. A snapshot is the full widget set for a task at a","active","","2","184","0",,,,
"engine.knowledge","Engine","knowledge","Main / db","── fb_knowledge (PlexiBrain) ────────────────────────────────────────────────","active","","14","184","46",,,,
"engine.crashLog","Engine","crashLog","Main / db","Local crash log (WS03 reliability). The app already isolates a failing widget","active","","2","183","0",,,,
"engine.chatJson","Engine","chatJson","Main / ai","Pure string helpers for reading the model's { ""reply"": ..., ""actions"": [...] }","active","","7","179","1",,,,
"engine.dashboardLayouts","Engine","dashboardLayouts","Main / db","The card_ids column has historically stored a bare JSON array of card ids.","active","","3","176","1",,,,
"engine.actionLabel","Engine","actionLabel","Main / ai","One human line per action the assistant is preparing, for the retrieval trace.","active","","1","169","1",,,,
"engine.telemetry","Engine","telemetry","Main / db","Local usage telemetry. Reads aggregate counts from this machine's database","active","","9","169","6",,,,
"engine.customWidgets","Engine","customWidgets","Main / db","The user's personal library of AI-built widgets.","active","","1","168","1",,,,
"engine.mailAccount","Engine","mailAccount","Main / mail","Mail account config — the IMAP connection details for the user's own","active","","5","167","1",,,,
"engine.agents","Engine","agents","Main / ai","Agent governance (spec §78, §79, REQ-AGT). Agents act on behalf of a human and","active","","0","166","14",,,,
"engine.chatUiBlocks","Engine","chatUiBlocks","Main / ai","Sanitiser for the envelope's optional ""blocks"" array (Plexii P4) — the","active","","1","165","1",,,,
"engine.browsing","Engine","browsing","Main / db","Skip non-http(s) and obvious junk so the history stays useful.","active","","4","165","10",,,,
"engine.changeLog","Engine","changeLog","Main / db","WS01 sync substrate — the local end of the change log. The renderer's sync engine","active","","2","160","0",,,,
"engine.intentClassify","Engine","intentClassify","Main / ai","The capture classifier (Attention S5) — hard rules first, Haiku fallback,","active","","1","159","2",,,,
"engine.liveDesks","Engine","liveDesks","Main / db","Local record of which desks are published as public live web views.","active","","1","158","0",,,,
"engine.localAiSweeps","Engine","localAiSweeps","Main / ai","Background local-AI passes: document enrichment and memory extraction.","active","","1","152","0",,,,
"engine.modelRouting","Engine","modelRouting","Main / ai","Model IDs — kept in main process so renderer never sees raw IDs.","active","","17","152","2",,,,
"engine.localModel","Engine","localModel","Main / ai","Local model client (Ollama). Runs chat completions and text embeddings against","active","","5","150","1",,,,
"engine.dailyBriefContext","Engine","dailyBriefContext","Main / ai","Pure assembly of the real environment state into a compact context block for","active","","3","148","3",,,,
"engine.creationGate","Engine","creationGate","Main / ai","The discovery creation gate (A4, AI-08 — ruling R8).","active","","1","147","3",,,,
"engine.filesFromUrl","Engine","filesFromUrl","Main / db","Turning a linked image into an owned one.","active","","1","147","1",,,,
"engine.migrateBrowsingHistoryCounts","Engine","migrateBrowsingHistoryCounts","Main / db","DEC-061 — repair browsing_history.visit_count.","active","","1","145","1",,,,
"engine.widgetLinks","Engine","widgetLinks","Main / db","A single link by id. Needed on delete so the caller can read the endpoints","active","","5","145","29",,,,
"engine.signals","Engine","signals","Main / db","DEC-052 (Track D, tier 1) — the typed action ledger the completion loop","active","","3","144","9",,,,
"engine.planSelect","Engine","planSelect","Main / ai","DEC-052 (Track B3, mode b) — the intent-driven planner's SELECTION step.","active","","1","140","4",,,,
"engine.chatStreamConsumer","Engine","chatStreamConsumer","Main / ai","The delta → trace-event loop: the piece that turns a stream of text chunks","active","","1","139","2",,,,
"engine.localWhisper","Engine","localWhisper","Main / ai","Local Whisper — on-device transcription via @xenova/transformers.","active","","3","139","2",,,,
"engine.peopleExtract","Engine","peopleExtract","Main / ai","DEC-088 — capture-time people extraction, deterministic and","active","","2","139","1",,,,
"engine.enrichParse","Engine","enrichParse","Main / ai","Pure prompt-building and response-parsing for document enrichment. Kept","active","","1","138","1",,,,
"engine.meetings","Engine","meetings","Main / db","── fb_meetings (PlexiMeet) ──────────────────────────────────────────────────","active","","16","137","30",,,,
"engine.cacheControl","Engine","cacheControl","Main / ai","Block-level ephemeral prompt-cache helpers.","active","","2","134","4",,,,
"engine.vocabulary","Engine","vocabulary","Main / ai","The protocol vocabulary quarantine (SPEC-044, Attention layer S0).","active","","5","134","7",,,,
"engine.docMetadata","Engine","docMetadata","Main / db","── fb_document_metadata (AI-enriched, local-model generated) ────────────────","active","","4","124","1",,,,
"engine.filesFromDisk","Engine","filesFromDisk","Main / db","Ingesting files that already exist on a disk.","active","","2","123","0",,,,
"engine.browserProgress","Engine","browserProgress","Main / ai","Noticing that a run is going nowhere.","active","","1","121","1",,,,
"engine.focusClusters","Engine","focusClusters","Main / db","SQLite CRUD for Focus-Mode CLUSTERS (split ""groups""). Mirrors focusSessions.ts:","active","","3","119","0",,,,
"engine.agentInputs","Engine","agentInputs","Main / ai","Turn a wired-in widget into readable content a desk agent can actually reason","active","","1","118","1",,,,
"engine.apiTokens","Engine","apiTokens","Main / db","PlexiAPI token + config store. Tokens are stored only as a sha256 hash; the raw","active","","2","118","0",,,,
"engine.browserOverlays","Engine","browserOverlays","Main / ai","Getting the cookie wall out of the way.","active","","2","113","1",,,,
"engine.migrateNodesKind","Engine","migrateNodesKind","Main / db","migrateNodesKindCheckV2 — widen the nodes kind CHECK to admit 'work_item'","active","","4","112","2",,,,
"engine.smtp","Engine","smtp","Main / mail","SMTP send — the outbound half of the user's own mailbox. PlexiDesk reads","active","","2","112","1",,,,
"engine.memoryExtract","Engine","memoryExtract","Main / ai","Pure prompt-building + parsing for local-model memory extraction. Dependency-","active","","2","108","1",,,,
"engine.evals","Engine","evals","Main / ai","AI evaluation framework (spec §70, §72, REQ-AI/AGT/ENG). Provider substitution is","active","","0","107","1",,,,
"engine.templates","Engine","templates","Main / db","","active","","9","107","12",,,,
"engine.embeddings","Engine","embeddings","Main / db","── fb_embeddings (semantic-retrieval foundation) ────────────────────────────","active","","7","106","6",,,,
"engine.liveResume","Engine","liveResume","Main / ai","Live resume-summary generation (spec §52 stage-model, §67, §70). Bridges the","active","","1","104","1",,,,
"engine.searchText","Engine","searchText","Main / db","Pure helpers for global search: turn stored content (raw text or a JSON body","active","","1","103","1",,,,
"engine.migrateIntentTaxonomy","Engine","migrateIntentTaxonomy","Main / db","migrateIntentTaxonomyV2 — rewrite stored intent_class values to the eight","active","","1","102","1",,,,
"engine.database","Engine","database","Main / db","The outcome of the nodes-kind widening on THIS boot, queryable by the sync","active","","71","97","45",,,,
"engine.wireRuns","Engine","wireRuns","Main / db","Durable history of reactive-wire writes (transform / mirror) into text targets.","active","","1","97","1",,,,
"engine.resumeSummary","Engine","resumeSummary","Main / ai","The AI stage over a Resume (spec §52, §70) — deterministic first, AI second. The","active","","0","95","4",,,,
"engine.focusSessions","Engine","focusSessions","Main / db","","active","","2","94","0",,,,
"engine.memoryPurge","Engine","memoryPurge","Main / db","D2 purge machinery (DEC-021; TRACK-LIFECYCLE L2 step 7). When the operator","active","","1","94","1",,,,
"engine.sheetParse","Engine","sheetParse","Main / ai","Parse the rows matrix out of a Sheets AI-fill reply. Dependency-free + pure so","active","","1","93","1",,,,
"engine.portalAggregate","Engine","portalAggregate","Main / ai","Control room: a portal is a live data SOURCE. Its effective content is the","active","","1","91","0",,,,
"engine.apps","Engine","apps","Main / db","── fb_apps (PlexiBuild) ─────────────────────────────────────────────────────","active","","5","91","27",,,,
"engine.agentBrowser","Engine","agentBrowser","Main / ai","Browser control for desk agents. When an agent is wired to a browser, we give","active","","1","90","3",,,,
"engine.docSnapshots","Engine","docSnapshots","Main / db","Document version history — the canvas_snapshots pattern applied to office","active","","2","89","0",,,,
"engine.imageDownsample","Engine","imageDownsample","Main / db","Shrinking an image on the way into the Drive.","active","","2","88","2",,,,
"engine.chatMentions","Engine","chatMentions","Main / ai","Render the workspace objects the user referenced with ""@"" into a prompt block","active","","1","87","2",,,,
"engine.agentEnvelope","Engine","agentEnvelope","Main / ai","Pure validation + honesty enforcement for the agent-step envelope. Kept free of","active","","3","86","1",,,,
"engine.retrievalIntent","Engine","retrievalIntent","Main / ai","Turn-level retrieval gating (A4, AI-10).","active","","1","86","1",,,,
"engine.reconcileOrphans","Engine","reconcileOrphans","Main / db","Rows pointing at nodes that no longer exist.","active","","1","86","1",,,,
"engine.extractCommitments","Engine","extractCommitments","Main / ai","M3 (SPEC-003 §3.6) — the commitment extractor, and the contract that keeps","active","","1","84","1",,,,
"engine.upcasting","Engine","upcasting","Main / db","Event schema upcasting (spec §64, PLX-EVT-035/044, DOM-012; ADR-0004). Events are","active","","1","83","1",,,,
"engine.whisperCore","Engine","whisperCore","Main / ai","The pure heart of local transcription — no electron, no process globals —","active","","1","82","2",,,,
"engine.forms","Engine","forms","Main / db","── fb_forms (PlexiForms) ────────────────────────────────────────────────────","active","","6","81","23",,,,
